x1	x2	x3	x4	x5	x6	x7	x8	x9	x10	target
-1.0	-1.0	1.0	1.0	-1.0	-1.0	0.0	1.0	0.0	-1.0	-7.539720058441162
1.0	-1.0	0.0	1.0	1.0	-1.0	1.0	0.0	0.0	0.0	1.3238500356674194
1.0	1.0	-1.0	-1.0	1.0	-1.0	0.0	-1.0	1.0	-1.0	2.840059995651245
-1.0	0.0	0.0	-1.0	-1.0	0.0	0.0	-1.0	1.0	0.0	-6.2259202003479
1.0	1.0	1.0	1.0	0.0	-1.0	1.0	0.0	0.0	0.0	11.237099647521973
-1.0	1.0	-1.0	0.0	-1.0	0.0	-1.0	1.0	1.0	0.0	-6.727530002593994
1.0	1.0	0.0	0.0	1.0	0.0	0.0	-1.0	1.0	-1.0	7.640289783477783
-1.0	1.0	0.0	0.0	1.0	0.0	1.0	0.0	0.0	-1.0	2.2602601051330566
-1.0	0.0	-1.0	1.0	0.0	-1.0	1.0	1.0	0.0	0.0	-3.1634199619293213
-1.0	-1.0	0.0	-1.0	-1.0	0.0	0.0	-1.0	-1.0	-1.0	-4.881199836730957
-1.0	0.0	-1.0	0.0	0.0	-1.0	1.0	0.0	0.0	0.0	-4.178830146789551
-1.0	-1.0	0.0	1.0	1.0	-1.0	0.0	0.0	-1.0	1.0	-1.3341599702835083
1.0	0.0	1.0	1.0	-1.0	-1.0	-1.0	0.0	1.0	1.0	7.344590187072754
1.0	-1.0	0.0	1.0	1.0	0.0	0.0	0.0	-1.0	-1.0	0.2784619927406311
1.0	1.0	-1.0	1.0	1.0	-1.0	0.0	0.0	1.0	-1.0	4.19858980178833
1.0	-1.0	1.0	0.0	-1.0	1.0	1.0	1.0	1.0	1.0	3.4847300052642822
1.0	-1.0	0.0	-1.0	1.0	0.0	-1.0	-1.0	-1.0	0.0	-1.0360599756240845
-1.0	-1.0	-1.0	1.0	-1.0	0.0	0.0	0.0	0.0	0.0	-5.248149871826172
-1.0	-1.0	-1.0	0.0	1.0	0.0	1.0	-1.0	-1.0	-1.0	1.8529900312423706
1.0	1.0	1.0	0.0	-1.0	1.0	1.0	0.0	0.0	1.0	7.661880016326904
-1.0	-1.0	1.0	0.0	1.0	1.0	0.0	1.0	0.0	0.0	2.4229400157928467
1.0	-1.0	1.0	0.0	1.0	1.0	-1.0	-1.0	0.0	-1.0	0.9207500219345093
1.0	0.0	-1.0	1.0	1.0	-1.0	1.0	-1.0	0.0	-1.0	3.4347100257873535
1.0	0.0	1.0	-1.0	0.0	0.0	1.0	-1.0	-1.0	0.0	5.028019905090332
1.0	1.0	-1.0	1.0	1.0	0.0	0.0	0.0	-1.0	1.0	4.104109764099121
-1.0	1.0	-1.0	0.0	-1.0	0.0	0.0	-1.0	-1.0	0.0	-6.659019947052002
1.0	0.0	-1.0	0.0	0.0	0.0	1.0	1.0	0.0	1.0	2.790489912033081
-1.0	-1.0	-1.0	1.0	-1.0	0.0	1.0	1.0	1.0	0.0	-5.085859775543213
1.0	-1.0	-1.0	1.0	0.0	1.0	0.0	-1.0	0.0	0.0	-1.6375900506973267
1.0	0.0	1.0	0.0	1.0	-1.0	0.0	1.0	1.0	0.0	4.081039905548096
-1.0	-1.0	-1.0	0.0	-1.0	0.0	0.0	-1.0	0.0	-1.0	-6.269929885864258
-1.0	0.0	0.0	0.0	1.0	0.0	0.0	-1.0	1.0	0.0	1.2192599773406982
-1.0	0.0	1.0	1.0	1.0	1.0	0.0	1.0	-1.0	1.0	2.6170198917388916
1.0	1.0	0.0	1.0	-1.0	0.0	-1.0	0.0	-1.0	0.0	8.100090026855469
-1.0	-1.0	0.0	0.0	-1.0	0.0	-1.0	1.0	1.0	1.0	-7.715700149536133
1.0	0.0	-1.0	0.0	0.0	-1.0	1.0	0.0	0.0	-1.0	1.899340033531189
1.0	-1.0	1.0	1.0	-1.0	-1.0	-1.0	1.0	1.0	-1.0	3.913939952850342
-1.0	0.0	1.0	0.0	1.0	1.0	0.0	1.0	1.0	-1.0	2.7156100273132324
-1.0	-1.0	-1.0	0.0	0.0	1.0	-1.0	0.0	-1.0	1.0	-0.977429986000061
1.0	-1.0	-1.0	1.0	0.0	-1.0	1.0	0.0	1.0	1.0	-0.016905400902032852
1.0	0.0	-1.0	1.0	-1.0	1.0	1.0	0.0	1.0	1.0	1.0633900165557861
1.0	-1.0	0.0	0.0	0.0	1.0	1.0	-1.0	0.0	1.0	-0.4592230021953583
-1.0	-1.0	-1.0	1.0	0.0	-1.0	1.0	1.0	1.0	-1.0	-3.695280075073242
1.0	0.0	0.0	-1.0	0.0	-1.0	0.0	1.0	-1.0	0.0	2.534749984741211
-1.0	-1.0	1.0	1.0	0.0	0.0	1.0	0.0	1.0	-1.0	-4.261849880218506
1.0	-1.0	1.0	0.0	-1.0	1.0	1.0	1.0	1.0	-1.0	3.1968801021575928
1.0	0.0	1.0	1.0	-1.0	-1.0	-1.0	1.0	0.0	-1.0	7.064310073852539
1.0	0.0	0.0	1.0	0.0	-1.0	-1.0	1.0	-1.0	0.0	3.3691699504852295
1.0	-1.0	1.0	1.0	1.0	0.0	0.0	-1.0	-1.0	-1.0	2.4117000102996826
-1.0	-1.0	0.0	1.0	1.0	1.0	1.0	-1.0	0.0	0.0	5.429679870605469
-1.0	1.0	0.0	0.0	-1.0	0.0	-1.0	1.0	-1.0	0.0	-6.633910179138184
1.0	1.0	0.0	1.0	1.0	1.0	0.0	1.0	-1.0	1.0	8.72152042388916
-1.0	1.0	1.0	1.0	0.0	0.0	0.0	-1.0	1.0	0.0	-4.380990028381348
1.0	0.0	-1.0	-1.0	0.0	0.0	-1.0	-1.0	0.0	1.0	-0.5636159777641296
1.0	1.0	0.0	0.0	1.0	1.0	1.0	1.0	1.0	-1.0	4.505710124969482
-1.0	1.0	1.0	1.0	1.0	0.0	0.0	1.0	0.0	0.0	0.34591299295425415
1.0	1.0	-1.0	-1.0	-1.0	0.0	-1.0	1.0	0.0	1.0	3.278870105743408
1.0	1.0	-1.0	-1.0	-1.0	-1.0	-1.0	1.0	-1.0	0.0	2.8083999156951904
1.0	-1.0	-1.0	0.0	1.0	0.0	0.0	1.0	-1.0	0.0	-1.4416699409484863
1.0	1.0	1.0	0.0	-1.0	0.0	1.0	-1.0	-1.0	0.0	7.420919895172119
-1.0	0.0	-1.0	0.0	1.0	1.0	1.0	0.0	0.0	0.0	2.7817800045013428
1.0	0.0	1.0	1.0	-1.0	0.0	1.0	-1.0	-1.0	1.0	5.946869850158691
-1.0	-1.0	0.0	-1.0	-1.0	1.0	1.0	0.0	0.0	1.0	-3.1762099266052246
1.0	0.0	0.0	-1.0	1.0	1.0	0.0	1.0	-1.0	0.0	0.9979900121688843
1.0	1.0	-1.0	0.0	-1.0	-1.0	1.0	1.0	-1.0	0.0	3.760540008544922
-1.0	1.0	1.0	-1.0	0.0	1.0	-1.0	1.0	-1.0	-1.0	-1.348230004310608
1.0	0.0	0.0	-1.0	0.0	1.0	1.0	1.0	1.0	1.0	3.295300006866455
-1.0	1.0	0.0	-1.0	0.0	1.0	0.0	1.0	1.0	1.0	-0.761538028717041
-1.0	-1.0	-1.0	-1.0	1.0	1.0	1.0	1.0	-1.0	-1.0	2.5363900661468506
-1.0	0.0	-1.0	1.0	0.0	-1.0	0.0	-1.0	0.0	1.0	-5.4423298835754395
1.0	1.0	0.0	0.0	-1.0	0.0	0.0	-1.0	-1.0	1.0	5.1361799240112305
-1.0	-1.0	1.0	1.0	-1.0	1.0	1.0	-1.0	-1.0	1.0	-1.3564599752426147
-1.0	1.0	0.0	1.0	0.0	-1.0	-1.0	0.0	-1.0	0.0	-4.232419967651367
1.0	-1.0	-1.0	1.0	-1.0	0.0	1.0	-1.0	1.0	0.0	-0.35650399327278137
-1.0	1.0	-1.0	-1.0	0.0	0.0	0.0	1.0	1.0	0.0	-3.0174601078033447
1.0	-1.0	-1.0	-1.0	0.0	0.0	0.0	0.0	1.0	1.0	-2.6865999698638916
1.0	0.0	-1.0	1.0	-1.0	-1.0	1.0	-1.0	1.0	0.0	3.1860098838806152
1.0	-1.0	1.0	-1.0	-1.0	1.0	-1.0	-1.0	1.0	0.0	1.9574700593948364
1.0	-1.0	1.0	0.0	1.0	-1.0	-1.0	0.0	0.0	0.0	3.162600040435791
-1.0	-1.0	0.0	0.0	1.0	1.0	0.0	1.0	-1.0	-1.0	2.410099983215332
-1.0	0.0	0.0	-1.0	-1.0	1.0	1.0	-1.0	-1.0	-1.0	-4.307439804077148
-1.0	-1.0	0.0	1.0	0.0	0.0	1.0	1.0	0.0	0.0	-2.090409994125366
-1.0	1.0	0.0	1.0	1.0	1.0	1.0	-1.0	0.0	0.0	3.735229969024658
-1.0	0.0	-1.0	-1.0	1.0	0.0	0.0	0.0	1.0	-1.0	-1.3131099939346313
-1.0	1.0	1.0	1.0	1.0	-1.0	0.0	1.0	1.0	-1.0	-0.9779099822044373
1.0	1.0	1.0	1.0	0.0	1.0	0.0	0.0	0.0	1.0	10.180000305175781
1.0	-1.0	1.0	0.0	0.0	0.0	-1.0	-1.0	1.0	1.0	1.2802499532699585
-1.0	1.0	1.0	-1.0	0.0	0.0	-1.0	-1.0	-1.0	-1.0	-3.5249900817871094
1.0	0.0	-1.0	-1.0	0.0	0.0	0.0	1.0	1.0	0.0	0.4395880103111267
1.0	-1.0	0.0	1.0	-1.0	1.0	0.0	-1.0	1.0	1.0	1.0814599990844727
-1.0	-1.0	0.0	0.0	0.0	-1.0	1.0	1.0	0.0	-1.0	-3.9284799098968506
-1.0	0.0	0.0	1.0	1.0	-1.0	1.0	1.0	-1.0	1.0	-0.7118020057678223
1.0	-1.0	0.0	1.0	-1.0	-1.0	0.0	0.0	0.0	1.0	1.563099980354309
-1.0	-1.0	1.0	0.0	-1.0	0.0	0.0	1.0	1.0	-1.0	-5.289609909057617
1.0	1.0	-1.0	0.0	1.0	1.0	-1.0	1.0	1.0	-1.0	3.102030038833618
1.0	1.0	1.0	0.0	-1.0	0.0	-1.0	-1.0	0.0	1.0	6.986849784851074
1.0	1.0	0.0	-1.0	-1.0	0.0	-1.0	0.0	-1.0	-1.0	5.928080081939697
-1.0	1.0	0.0	1.0	-1.0	0.0	1.0	0.0	0.0	-1.0	-4.31928014755249
-1.0	0.0	-1.0	-1.0	1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-3.352530002593994
1.0	1.0	1.0	0.0	-1.0	0.0	0.0	1.0	-1.0	-1.0	7.592649936676025
1.0	0.0	1.0	0.0	1.0	1.0	1.0	1.0	-1.0	-1.0	4.6292901039123535
-1.0	1.0	-1.0	-1.0	-1.0	-1.0	1.0	1.0	0.0	-1.0	-5.728050231933594
-1.0	1.0	1.0	-1.0	1.0	1.0	1.0	-1.0	-1.0	0.0	2.562340021133423
-1.0	0.0	1.0	0.0	0.0	-1.0	0.0	1.0	-1.0	1.0	-5.763850212097168
1.0	0.0	-1.0	0.0	-1.0	-1.0	1.0	0.0	0.0	-1.0	0.1719440072774887
1.0	1.0	0.0	0.0	1.0	-1.0	0.0	0.0	1.0	0.0	5.140970230102539
-1.0	1.0	-1.0	0.0	0.0	-1.0	1.0	1.0	-1.0	-1.0	-3.091140031814575
-1.0	1.0	0.0	1.0	1.0	0.0	-1.0	1.0	-1.0	1.0	-1.521690011024475
-1.0	0.0	-1.0	0.0	-1.0	0.0	0.0	0.0	0.0	-1.0	-6.691160202026367
1.0	0.0	1.0	0.0	0.0	0.0	-1.0	0.0	1.0	1.0	4.229499816894531
1.0	0.0	0.0	1.0	0.0	1.0	1.0	0.0	-1.0	1.0	5.127840042114258
1.0	-1.0	-1.0	1.0	1.0	1.0	0.0	1.0	-1.0	1.0	-1.5867999792099
-1.0	1.0	0.0	1.0	1.0	1.0	1.0	1.0	0.0	0.0	2.623689889907837
1.0	1.0	-1.0	-1.0	-1.0	0.0	0.0	1.0	0.0	0.0	4.181879997253418
-1.0	0.0	0.0	-1.0	1.0	0.0	0.0	-1.0	0.0	-1.0	1.161120057106018
1.0	-1.0	1.0	1.0	1.0	0.0	0.0	-1.0	0.0	1.0	4.236259937286377
-1.0	-1.0	-1.0	-1.0	1.0	-1.0	1.0	1.0	1.0	0.0	-0.925091028213501
1.0	0.0	0.0	0.0	-1.0	1.0	-1.0	0.0	0.0	-1.0	1.321869969367981
-1.0	1.0	-1.0	-1.0	0.0	0.0	1.0	1.0	0.0	1.0	-4.755259990692139
1.0	-1.0	0.0	1.0	-1.0	0.0	1.0	1.0	0.0	-1.0	3.721940040588379
1.0	1.0	1.0	-1.0	0.0	-1.0	1.0	0.0	0.0	0.0	6.157229900360107
1.0	-1.0	-1.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0	0.8924800157546997
-1.0	1.0	0.0	0.0	-1.0	0.0	0.0	0.0	0.0	0.0	-7.232289791107178
1.0	-1.0	-1.0	0.0	1.0	0.0	-1.0	0.0	1.0	0.0	-2.752929925918579
1.0	-1.0	1.0	-1.0	0.0	0.0	1.0	-1.0	-1.0	0.0	1.1262999773025513
1.0	1.0	0.0	-1.0	0.0	1.0	-1.0	1.0	1.0	1.0	4.522280216217041
1.0	-1.0	-1.0	0.0	0.0	0.0	-1.0	0.0	1.0	1.0	-1.901170015335083
-1.0	-1.0	1.0	1.0	-1.0	-1.0	-1.0	1.0	-1.0	-1.0	-9.258979797363281
-1.0	1.0	0.0	-1.0	0.0	-1.0	-1.0	1.0	0.0	-1.0	-5.543310165405273
-1.0	-1.0	0.0	1.0	-1.0	0.0	0.0	1.0	0.0	0.0	-6.422309875488281
-1.0	-1.0	-1.0	1.0	-1.0	0.0	-1.0	0.0	0.0	0.0	-7.355480194091797
1.0	1.0	0.0	-1.0	1.0	-1.0	0.0	0.0	1.0	-1.0	3.776139974594116
1.0	0.0	1.0	1.0	1.0	1.0	1.0	-1.0	-1.0	-1.0	8.13125991821289
1.0	0.0	1.0	0.0	0.0	0.0	1.0	0.0	-1.0	1.0	4.068480014801025
-1.0	0.0	0.0	-1.0	-1.0	0.0	1.0	-1.0	0.0	1.0	-4.751669883728027
-1.0	-1.0	0.0	-1.0	1.0	0.0	0.0	-1.0	0.0	1.0	0.3943279981613159
-1.0	-1.0	-1.0	-1.0	0.0	1.0	0.0	0.0	1.0	-1.0	0.10112299770116806
-1.0	-1.0	-1.0	0.0	0.0	1.0	-1.0	0.0	0.0	-1.0	-2.498569965362549
-1.0	-1.0	-1.0	-1.0	1.0	1.0	1.0	-1.0	-1.0	0.0	2.3780601024627686
1.0	-1.0	1.0	1.0	-1.0	-1.0	-1.0	1.0	1.0	-1.0	3.838479995727539
-1.0	0.0	-1.0	1.0	0.0	0.0	-1.0	-1.0	1.0	1.0	-3.835170030593872
1.0	-1.0	1.0	-1.0	0.0	1.0	1.0	1.0	1.0	0.0	2.9832398891448975
1.0	0.0	-1.0	1.0	-1.0	-1.0	-1.0	1.0	-1.0	-1.0	2.9974300861358643
1.0	1.0	-1.0	0.0	-1.0	0.0	-1.0	0.0	-1.0	0.0	4.579309940338135
1.0	-1.0	1.0	-1.0	-1.0	1.0	1.0	1.0	1.0	0.0	2.334059953689575
-1.0	-1.0	1.0	-1.0	0.0	-1.0	-1.0	1.0	1.0	-1.0	-5.88670015335083
1.0	-1.0	0.0	1.0	0.0	1.0	0.0	1.0	-1.0	1.0	-0.16011500358581543
1.0	-1.0	1.0	-1.0	-1.0	-1.0	1.0	1.0	1.0	-1.0	1.5976699590682983
-1.0	0.0	0.0	1.0	1.0	0.0	-1.0	1.0	1.0	0.0	-1.4473999738693237
1.0	0.0	-1.0	1.0	0.0	-1.0	-1.0	1.0	1.0	-1.0	2.582240104675293
1.0	-1.0	1.0	-1.0	-1.0	1.0	1.0	-1.0	1.0	-1.0	0.5801489949226379
1.0	1.0	1.0	1.0	0.0	-1.0	1.0	1.0	1.0	0.0	9.003100395202637
1.0	-1.0	0.0	0.0	1.0	1.0	0.0	0.0	0.0	1.0	0.3019849956035614
1.0	0.0	1.0	0.0	0.0	0.0	0.0	-1.0	0.0	0.0	3.918829917907715
-1.0	-1.0	0.0	1.0	1.0	-1.0	1.0	1.0	-1.0	-1.0	-0.4618949890136719
1.0	1.0	0.0	0.0	1.0	0.0	0.0	0.0	-1.0	1.0	5.908659934997559
1.0	-1.0	0.0	1.0	0.0	1.0	1.0	0.0	-1.0	-1.0	-0.752373993396759
1.0	0.0	1.0	0.0	-1.0	0.0	0.0	0.0	1.0	0.0	6.342629909515381
-1.0	1.0	1.0	0.0	1.0	0.0	-1.0	1.0	0.0	1.0	-0.1016170009970665
-1.0	1.0	-1.0	0.0	0.0	1.0	-1.0	-1.0	-1.0	1.0	0.014913399703800678
-1.0	1.0	0.0	0.0	0.0	0.0	-1.0	0.0	-1.0	1.0	-3.4604299068450928
1.0	1.0	-1.0	-1.0	1.0	0.0	0.0	-1.0	-1.0	1.0	2.4800000190734863
1.0	0.0	0.0	-1.0	-1.0	-1.0	-1.0	1.0	1.0	0.0	1.343500018119812
1.0	-1.0	1.0	1.0	0.0	0.0	-1.0	-1.0	0.0	0.0	2.604219913482666
-1.0	0.0	0.0	0.0	0.0	0.0	0.0	-1.0	1.0	-1.0	-3.8925700187683105
-1.0	-1.0	-1.0	0.0	-1.0	-1.0	1.0	1.0	0.0	0.0	-6.72367000579834
-1.0	1.0	1.0	1.0	0.0	0.0	-1.0	1.0	1.0	0.0	-4.655479907989502
-1.0	-1.0	-1.0	1.0	-1.0	0.0	0.0	1.0	-1.0	-1.0	-4.43379020690918
1.0	1.0	-1.0	1.0	-1.0	-1.0	1.0	1.0	-1.0	1.0	3.7096800804138184
1.0	-1.0	1.0	0.0	-1.0	1.0	-1.0	-1.0	-1.0	-1.0	1.9126299619674683
-1.0	0.0	-1.0	1.0	1.0	-1.0	-1.0	-1.0	1.0	0.0	-3.0737600326538086
1.0	1.0	0.0	1.0	-1.0	1.0	0.0	1.0	0.0	-1.0	7.78400993347168
1.0	-1.0	1.0	-1.0	1.0	1.0	-1.0	-1.0	-1.0	0.0	-0.185698002576828
-1.0	1.0	-1.0	1.0	1.0	-1.0	0.0	0.0	0.0	1.0	-2.9832000732421875
1.0	1.0	0.0	0.0	-1.0	1.0	0.0	-1.0	-1.0	0.0	5.820250034332275
1.0	1.0	-1.0	1.0	0.0	0.0	-1.0	-1.0	0.0	1.0	4.628849983215332
1.0	0.0	-1.0	1.0	1.0	1.0	0.0	1.0	0.0	0.0	3.0164899826049805
-1.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	-1.0	0.0	0.5495449900627136
-1.0	-1.0	-1.0	1.0	1.0	1.0	1.0	1.0	-1.0	1.0	3.414060115814209
-1.0	-1.0	0.0	-1.0	-1.0	-1.0	0.0	-1.0	0.0	-1.0	-8.391570091247559
1.0	0.0	-1.0	0.0	0.0	1.0	0.0	1.0	0.0	0.0	2.49862003326416
-1.0	1.0	0.0	0.0	0.0	1.0	-1.0	-1.0	1.0	1.0	-3.1564600467681885
1.0	1.0	0.0	-1.0	0.0	-1.0	-1.0	-1.0	0.0	-1.0	5.8922600746154785
-1.0	0.0	-1.0	-1.0	1.0	0.0	1.0	0.0	0.0	1.0	2.107029914855957
1.0	1.0	0.0	0.0	1.0	-1.0	1.0	-1.0	1.0	1.0	5.941009998321533
1.0	0.0	-1.0	0.0	0.0	-1.0	0.0	-1.0	0.0	-1.0	0.6097009778022766
1.0	0.0	1.0	-1.0	0.0	1.0	0.0	0.0	-1.0	-1.0	5.0243000984191895
1.0	1.0	0.0	0.0	1.0	-1.0	0.0	0.0	0.0	1.0	6.1290998458862305
-1.0	1.0	0.0	1.0	1.0	1.0	-1.0	0.0	0.0	1.0	1.4180599451065063
-1.0	-1.0	0.0	1.0	-1.0	1.0	0.0	0.0	-1.0	-1.0	-4.954539775848389
-1.0	-1.0	-1.0	1.0	1.0	0.0	1.0	0.0	1.0	-1.0	-0.23617500066757202
-1.0	1.0	0.0	0.0	1.0	0.0	-1.0	-1.0	-1.0	1.0	-0.9045130014419556
1.0	0.0	0.0	0.0	-1.0	0.0	-1.0	-1.0	0.0	-1.0	2.7802200317382812
-1.0	1.0	0.0	1.0	1.0	1.0	1.0	0.0	0.0	-1.0	5.085440158843994
1.0	-1.0	-1.0	0.0	1.0	1.0	1.0	-1.0	-1.0	0.0	-3.173330068588257
-1.0	-1.0	-1.0	1.0	0.0	1.0	-1.0	1.0	-1.0	1.0	-1.6560699939727783
1.0	-1.0	1.0	-1.0	-1.0	0.0	0.0	-1.0	1.0	1.0	-0.40095099806785583
1.0	-1.0	1.0	-1.0	-1.0	0.0	-1.0	1.0	0.0	1.0	0.8244569897651672
1.0	-1.0	1.0	-1.0	1.0	1.0	0.0	1.0	1.0	0.0	0.9212639927864075
1.0	0.0	1.0	1.0	-1.0	1.0	-1.0	-1.0	0.0	-1.0	6.162749767303467
1.0	0.0	0.0	-1.0	1.0	-1.0	0.0	-1.0	0.0	1.0	0.6735410094261169
-1.0	1.0	1.0	1.0	-1.0	-1.0	0.0	1.0	0.0	0.0	-7.001560211181641
1.0	1.0	1.0	1.0	-1.0	1.0	-1.0	1.0	-1.0	1.0	8.55459976196289
-1.0	-1.0	1.0	-1.0	0.0	1.0	0.0	-1.0	-1.0	0.0	-0.7768930196762085
-1.0	1.0	-1.0	1.0	-1.0	0.0	0.0	-1.0	0.0	-1.0	-6.043230056762695
1.0	0.0	1.0	-1.0	0.0	-1.0	0.0	-1.0	0.0	-1.0	3.27810001373291
-1.0	-1.0	0.0	-1.0	1.0	1.0	0.0	1.0	1.0	1.0	0.3642539978027344
1.0	0.0	1.0	-1.0	0.0	-1.0	1.0	-1.0	0.0	-1.0	4.314129829406738
1.0	1.0	-1.0	0.0	-1.0	1.0	1.0	1.0	-1.0	0.0	4.305769920349121
-1.0	-1.0	0.0	1.0	0.0	1.0	0.0	0.0	1.0	1.0	-1.3821200132369995
1.0	-1.0	-1.0	0.0	0.0	0.0	0.0	1.0	-1.0	1.0	-1.7254899740219116
1.0	-1.0	1.0	0.0	1.0	1.0	-1.0	1.0	0.0	-1.0	2.8064799308776855
-1.0	1.0	1.0	-1.0	0.0	-1.0	1.0	0.0	0.0	1.0	-3.222990036010742
-1.0	1.0	1.0	1.0	0.0	1.0	-1.0	0.0	-1.0	0.0	-1.1664899587631226
-1.0	-1.0	1.0	-1.0	1.0	0.0	0.0	0.0	-1.0	1.0	-2.544650077819824
-1.0	0.0	1.0	1.0	0.0	1.0	0.0	1.0	1.0	0.0	1.1649199724197388
1.0	1.0	1.0	0.0	1.0	-1.0	-1.0	1.0	1.0	1.0	8.349349975585938
-1.0	1.0	1.0	-1.0	-1.0	-1.0	0.0	-1.0	1.0	0.0	-7.8978400230407715
-1.0	0.0	1.0	0.0	0.0	1.0	1.0	0.0	-1.0	-1.0	2.0386500358581543
1.0	0.0	1.0	1.0	1.0	-1.0	1.0	-1.0	1.0	1.0	6.861189842224121
1.0	0.0	-1.0	-1.0	0.0	1.0	-1.0	1.0	1.0	0.0	-0.2535569965839386
1.0	0.0	-1.0	1.0	0.0	1.0	1.0	0.0	1.0	1.0	0.7897099852561951
-1.0	0.0	0.0	1.0	0.0	1.0	1.0	1.0	1.0	-1.0	-2.755650043487549
1.0	0.0	0.0	-1.0	1.0	1.0	-1.0	1.0	0.0	-1.0	1.1686700582504272
-1.0	0.0	1.0	1.0	0.0	0.0	0.0	-1.0	0.0	0.0	-3.1429998874664307
-1.0	1.0	0.0	1.0	0.0	1.0	-1.0	-1.0	-1.0	1.0	-2.6493101119995117
-1.0	0.0	1.0	-1.0	1.0	0.0	-1.0	1.0	0.0	1.0	-2.0859200954437256
1.0	-1.0	1.0	1.0	-1.0	0.0	0.0	-1.0	-1.0	-1.0	3.5185399055480957
1.0	0.0	-1.0	-1.0	0.0	-1.0	1.0	-1.0	0.0	-1.0	-0.949819028377533
-1.0	-1.0	1.0	1.0	-1.0	0.0	1.0	1.0	1.0	-1.0	-4.36752986907959
1.0	1.0	-1.0	0.0	-1.0	-1.0	-1.0	-1.0	0.0	1.0	3.7270700931549072
-1.0	0.0	1.0	1.0	1.0	0.0	-1.0	1.0	1.0	-1.0	-0.2469100058078766
1.0	1.0	1.0	0.0	0.0	0.0	0.0	1.0	1.0	1.0	7.907100200653076
1.0	-1.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	1.0	-0.9111469984054565
1.0	-1.0	-1.0	-1.0	1.0	-1.0	-1.0	1.0	1.0	-1.0	-2.3200600147247314
1.0	-1.0	1.0	0.0	0.0	-1.0	1.0	-1.0	-1.0	1.0	1.4378900527954102
-1.0	-1.0	-1.0	1.0	0.0	-1.0	-1.0	-1.0	1.0	-1.0	-5.365300178527832
1.0	0.0	1.0	-1.0	1.0	0.0	0.0	1.0	-1.0	1.0	2.992340087890625
1.0	-1.0	-1.0	0.0	-1.0	-1.0	1.0	0.0	0.0	0.0	-3.7680599689483643
-1.0	-1.0	1.0	1.0	1.0	-1.0	1.0	-1.0	0.0	-1.0	-0.8253300189971924
1.0	0.0	1.0	-1.0	0.0	-1.0	0.0	-1.0	0.0	1.0	3.959589958190918
-1.0	0.0	1.0	0.0	1.0	-1.0	1.0	0.0	0.0	0.0	-1.595080018043518
-1.0	-1.0	-1.0	1.0	-1.0	1.0	0.0	1.0	-1.0	1.0	-5.5323100090026855
-1.0	1.0	0.0	1.0	1.0	0.0	-1.0	1.0	1.0	0.0	0.5212709903717041
-1.0	0.0	-1.0	0.0	1.0	1.0	0.0	1.0	0.0	0.0	0.522816002368927
-1.0	0.0	-1.0	0.0	1.0	0.0	-1.0	-1.0	1.0	0.0	-2.0641798973083496
1.0	-1.0	1.0	-1.0	0.0	1.0	-1.0	-1.0	0.0	1.0	0.9624069929122925
-1.0	-1.0	0.0	1.0	-1.0	-1.0	-1.0	0.0	1.0	1.0	-8.36925983428955
1.0	1.0	1.0	-1.0	0.0	1.0	-1.0	1.0	0.0	-1.0	6.7122697830200195
-1.0	0.0	-1.0	1.0	-1.0	0.0	-1.0	1.0	1.0	1.0	-7.072800159454346
1.0	0.0	1.0	1.0	-1.0	0.0	0.0	1.0	0.0	0.0	6.784090042114258
1.0	0.0	1.0	-1.0	-1.0	-1.0	-1.0	1.0	0.0	-1.0	5.479599952697754
-1.0	-1.0	-1.0	-1.0	-1.0	0.0	1.0	-1.0	1.0	-1.0	-5.783860206604004
1.0	1.0	0.0	0.0	1.0	0.0	1.0	-1.0	1.0	-1.0	5.2957000732421875
-1.0	1.0	-1.0	0.0	1.0	0.0	1.0	0.0	-1.0	-1.0	1.8811399936676025
-1.0	0.0	1.0	1.0	-1.0	1.0	-1.0	0.0	0.0	-1.0	-4.684309959411621
-1.0	0.0	-1.0	-1.0	-1.0	0.0	-1.0	-1.0	0.0	0.0	-6.187099933624268
-1.0	1.0	1.0	-1.0	-1.0	-1.0	-1.0	1.0	-1.0	-1.0	-7.807690143585205
1.0	1.0	0.0	-1.0	1.0	1.0	0.0	0.0	1.0	0.0	4.715819835662842
1.0	0.0	1.0	1.0	0.0	1.0	0.0	1.0	1.0	1.0	5.768579959869385
-1.0	0.0	1.0	-1.0	-1.0	0.0	-1.0	-1.0	-1.0	1.0	-5.619810104370117
1.0	0.0	1.0	0.0	0.0	1.0	-1.0	-1.0	-1.0	-1.0	4.2121500968933105
-1.0	1.0	-1.0	-1.0	1.0	0.0	0.0	0.0	1.0	1.0	1.1599299907684326
1.0	0.0	-1.0	1.0	-1.0	0.0	0.0	0.0	-1.0	0.0	1.0789999961853027
-1.0	1.0	-1.0	0.0	0.0	0.0	1.0	-1.0	-1.0	1.0	-1.5146299600601196
1.0	-1.0	0.0	-1.0	-1.0	0.0	1.0	1.0	0.0	0.0	-2.3652000427246094
1.0	1.0	1.0	-1.0	-1.0	-1.0	1.0	0.0	0.0	1.0	9.539170265197754
